odiNumber,model_clean,query_year,complaint_date,is_crash,is_fire,injuries,deaths,component
11678576,Model S,2015,2025-08-05,False,False,0,0,STEERING
11677992,Model S,2015,2025-08-02,False,False,0,0,ELECTRICAL SYSTEM
11676489,Model S,2015,2025-07-27,False,False,0,0,POWER TRAIN
11674779,Model S,2015,2025-07-19,False,False,0,0,UNKNOWN OR OTHER
11671371,Model S,2015,2025-07-05,False,False,0,0,STEERING
11671371,Model S,2015,2025-07-05,False,False,0,0,ENGINE
11671238,Model S,2015,2025-07-04,False,False,0,0,STEERING
11664240,Model S,2015,2025-06-01,False,False,0,0,LATCHES/LOCKS/LINKAGES
11664240,Model S,2015,2025-06-01,False,False,0,0,STRUCTURE
11658538,Model S,2015,2025-05-02,False,False,0,0,STEERING
11654008,Model S,2015,2025-04-11,False,False,0,0,STRUCTURE
11648345,Model S,2015,2025-03-14,False,False,0,0,LATCHES/LOCKS/LINKAGES
11645192,Model S,2015,2025-02-26,True,False,0,0,SUSPENSION
11624386,Model S,2015,2024-11-09,False,False,0,0,STEERING
11624386,Model S,2015,2024-11-09,False,False,0,0,SUSPENSION
11624099,Model S,2015,2024-11-07,True,False,0,0,UNKNOWN OR OTHER
11624099,Model S,2015,2024-11-07,True,False,0,0,FORWARD COLLISION AVOIDANCE
11622580,Model S,2015,2024-10-29,False,False,0,0,SUSPENSION
11617666,Model S,2015,2024-10-02,True,False,0,0,POWER TRAIN
11617666,Model S,2015,2024-10-02,True,False,0,0,ELECTRICAL SYSTEM
11617666,Model S,2015,2024-10-02,True,False,0,0,UNKNOWN OR OTHER
11607787,Model S,2015,2024-08-11,False,False,0,0,SUSPENSION
11604982,Model S,2015,2024-07-28,False,False,0,0,UNKNOWN OR OTHER
11604982,Model S,2015,2024-07-28,False,False,0,0,LATCHES/LOCKS/LINKAGES
11604576,Model S,2015,2024-07-25,False,False,0,0,SUSPENSION
11600212,Model S,2015,2024-07-08,True,False,1,0,AIR BAGS
11588343,Model S,2015,2024-05-12,True,False,0,0,FORWARD COLLISION AVOIDANCE
11588135,Model S,2015,2024-05-10,False,False,0,0,ENGINE
11584979,Model S,2015,2024-04-24,False,False,0,0,SUSPENSION
11585045,Model S,2015,2024-04-24,False,False,0,0,STRUCTURE
11583917,Model S,2015,2024-04-18,False,False,0,0,POWER TRAIN
11583917,Model S,2015,2024-04-18,False,False,0,0,ELECTRICAL SYSTEM
11583917,Model S,2015,2024-04-18,False,False,0,0,FUEL/PROPULSION SYSTEM
11583598,Model S,2015,2024-04-17,False,False,0,0,ELECTRICAL SYSTEM
11583598,Model S,2015,2024-04-17,False,False,0,0,UNKNOWN OR OTHER
11583598,Model S,2015,2024-04-17,False,False,0,0,FORWARD COLLISION AVOIDANCE
11583058,Model S,2015,2024-04-15,False,False,0,0,ELECTRICAL SYSTEM
11581437,Model S,2015,2024-04-05,False,False,0,0,ELECTRICAL SYSTEM
11581437,Model S,2015,2024-04-05,False,False,0,0,VISIBILITY/WIPER
11581437,Model S,2015,2024-04-05,False,False,0,0,FORWARD COLLISION AVOIDANCE
11579552,Model S,2015,2024-03-26,False,False,0,0,STEERING
11579552,Model S,2015,2024-03-26,False,False,0,0,SUSPENSION
11578127,Model S,2015,2024-03-18,False,False,0,0,STEERING
11575626,Model S,2015,2024-03-05,False,False,0,0,ELECTRICAL SYSTEM
11575626,Model S,2015,2024-03-05,False,False,0,0,UNKNOWN OR OTHER
11574208,Model S,2015,2024-02-27,False,False,0,0,SUSPENSION
11572861,Model S,2015,2024-02-20,False,False,0,0,UNKNOWN OR OTHER
11572224,Model S,2015,2024-02-15,False,False,0,0,UNKNOWN OR OTHER
11572224,Model S,2015,2024-02-15,False,False,0,0,FORWARD COLLISION AVOIDANCE
11572224,Model S,2015,2024-02-15,False,False,0,0,LANE DEPARTURE
11571798,Model S,2015,2024-02-14,False,False,0,0,ELECTRICAL SYSTEM
11569489,Model S,2015,2024-02-02,False,False,0,0,POWER TRAIN
11566534,Model S,2015,2024-01-19,False,False,0,0,STRUCTURE
11566309,Model S,2015,2024-01-18,False,False,0,0,SUSPENSION
11563907,Model S,2015,2024-01-06,False,False,0,0,STRUCTURE
11563907,Model S,2015,2024-01-06,False,False,0,0,LATCHES/LOCKS/LINKAGES
11562665,Model S,2015,2023-12-29,False,False,0,0,STEERING
11561150,Model S,2015,2023-12-20,False,False,0,0,SUSPENSION
11561150,Model S,2015,2023-12-20,False,False,0,0,WHEELS
11560001,Model S,2015,2023-12-13,True,False,0,0,POWER TRAIN
11560001,Model S,2015,2023-12-13,True,False,0,0,VEHICLE SPEED CONTROL
11560001,Model S,2015,2023-12-13,True,False,0,0,FUEL/PROPULSION SYSTEM
11559471,Model S,2015,2023-12-11,True,False,3,0,VEHICLE SPEED CONTROL
11559471,Model S,2015,2023-12-11,True,False,3,0,SERVICE BRAKES
11555550,Model S,2015,2023-11-16,False,False,0,0,STRUCTURE
11555550,Model S,2015,2023-11-16,False,False,0,0,LATCHES/LOCKS/LINKAGES
11554911,Model S,2015,2023-11-13,False,False,0,0,POWER TRAIN
11554911,Model S,2015,2023-11-13,False,False,0,0,ELECTRICAL SYSTEM
11552280,Model S,2015,2023-10-27,False,False,0,0,UNKNOWN OR OTHER
11552280,Model S,2015,2023-10-27,False,False,0,0,LANE DEPARTURE
11552280,Model S,2015,2023-10-27,False,False,0,0,BACK OVER PREVENTION
11551699,Model S,2015,2023-10-24,False,False,0,0,UNKNOWN OR OTHER
11550775,Model S,2015,2023-10-19,False,False,0,0,AIR BAGS
11550635,Model S,2015,2023-10-18,False,False,0,0,UNKNOWN OR OTHER
11548824,Model S,2015,2023-10-07,False,False,0,0,SUSPENSION
11546092,Model S,2015,2023-09-22,False,False,0,0,SUSPENSION
11543277,Model S,2015,2023-09-07,False,False,0,0,SUSPENSION
11543277,Model S,2015,2023-09-07,False,False,0,0,WHEELS
11542430,Model S,2015,2023-09-04,False,False,0,0,UNKNOWN OR OTHER
11541792,Model S,2015,2023-08-30,False,False,0,0,UNKNOWN OR OTHER
11537936,Model S,2015,2023-08-11,False,False,0,0,STEERING
11537941,Model S,2015,2023-08-11,False,False,0,0,UNKNOWN OR OTHER
11537942,Model S,2015,2023-08-11,False,False,0,0,STEERING
11528836,Model S,2015,2023-06-26,False,False,0,0,STRUCTURE
11528836,Model S,2015,2023-06-26,False,False,0,0,VISIBILITY/WIPER
11528106,Model S,2015,2023-06-21,False,False,0,0,SUSPENSION
11526350,Model S,2015,2023-06-10,False,False,0,0,ELECTRICAL SYSTEM
11526350,Model S,2015,2023-06-10,False,False,0,0,FUEL/PROPULSION SYSTEM
11526350,Model S,2015,2023-06-10,False,False,0,0,VISIBILITY/WIPER
11526083,Model S,2015,2023-06-08,False,False,0,0,STRUCTURE
11525419,Model S,2015,2023-06-05,False,False,0,0,VEHICLE SPEED CONTROL
11525419,Model S,2015,2023-06-05,False,False,0,0,UNKNOWN OR OTHER
11523468,Model S,2015,2023-05-23,False,False,0,0,VEHICLE SPEED CONTROL
11523121,Model S,2015,2023-05-21,False,False,0,0,ELECTRICAL SYSTEM
11521634,Model S,2015,2023-05-12,False,False,0,0,FORWARD COLLISION AVOIDANCE
11521301,Model S,2015,2023-05-10,False,False,0,0,EXTERIOR LIGHTING
11521301,Model S,2015,2023-05-10,False,False,0,0,VISIBILITY
11521301,Model S,2015,2023-05-10,False,False,0,0,BACK OVER PREVENTION
11520539,Model S,2015,2023-05-05,True,False,1,0,SERVICE BRAKES
11517371,Model S,2015,2023-04-17,False,False,0,0,STEERING
11517371,Model S,2015,2023-04-17,False,False,0,0,LANE DEPARTURE
11516085,Model S,2015,2023-04-08,False,False,0,0,SUSPENSION
11511202,Model S,2015,2023-03-10,False,False,0,0,EQUIPMENT
11510346,Model S,2015,2023-03-06,False,False,0,0,SUSPENSION
11510122,Model S,2015,2023-03-04,False,False,0,0,STRUCTURE
11508358,Model S,2015,2023-02-21,False,False,0,0,UNKNOWN OR OTHER
11507907,Model S,2015,2023-02-17,False,False,0,0,ELECTRICAL SYSTEM
11507907,Model S,2015,2023-02-17,False,False,0,0,STRUCTURE
11507907,Model S,2015,2023-02-17,False,False,0,0,UNKNOWN OR OTHER
11507689,Model S,2015,2023-02-16,False,False,0,0,EXTERIOR LIGHTING
11507378,Model S,2015,2023-02-15,False,False,0,0,SUSPENSION
11507378,Model S,2015,2023-02-15,False,False,0,0,WHEELS
11506804,Model S,2015,2023-02-11,False,False,0,0,VEHICLE SPEED CONTROL
11506804,Model S,2015,2023-02-11,False,False,0,0,SERVICE BRAKES
11506804,Model S,2015,2023-02-11,False,False,0,0,FORWARD COLLISION AVOIDANCE
11501759,Model S,2015,2023-01-14,False,False,0,0,ELECTRICAL SYSTEM
11501759,Model S,2015,2023-01-14,False,False,0,0,UNKNOWN OR OTHER
11500031,Model S,2015,2023-01-03,False,False,0,0,SUSPENSION
11494689,Model S,2015,2022-11-23,False,False,0,0,LATCHES/LOCKS/LINKAGES
11493975,Model S,2015,2022-11-17,True,False,0,1,UNKNOWN OR OTHER
11493975,Model S,2015,2022-11-17,True,False,0,1,LANE DEPARTURE
11493709,Model S,2015,2022-11-15,False,False,0,0,LATCHES/LOCKS/LINKAGES
11493083,Model S,2015,2022-11-10,False,False,0,0,SUSPENSION
11492729,Model S,2015,2022-11-08,False,False,0,0,STEERING
11492729,Model S,2015,2022-11-08,False,False,0,0,SUSPENSION
11491961,Model S,2015,2022-11-02,False,False,0,0,EQUIPMENT
11490674,Model S,2015,2022-10-24,False,False,0,0,AIR BAGS
11490674,Model S,2015,2022-10-24,False,False,0,0,UNKNOWN OR OTHER
11489288,Model S,2015,2022-10-14,False,False,0,0,UNKNOWN OR OTHER
11488815,Model S,2015,2022-10-11,False,False,0,0,FORWARD COLLISION AVOIDANCE
11488815,Model S,2015,2022-10-11,False,False,0,0,LANE DEPARTURE
11487562,Model S,2015,2022-10-02,False,False,0,0,STRUCTURE
11487122,Model S,2015,2022-09-29,False,False,0,0,SUSPENSION
11485675,Model S,2015,2022-09-21,False,False,0,0,FORWARD COLLISION AVOIDANCE
11483588,Model S,2015,2022-09-08,False,False,0,0,UNKNOWN OR OTHER
11482427,Model S,2015,2022-09-01,False,False,0,0,SUSPENSION
11481326,Model S,2015,2022-08-26,False,False,0,0,UNKNOWN OR OTHER
11481478,Model S,2015,2022-08-26,False,False,0,0,ELECTRICAL SYSTEM
11481478,Model S,2015,2022-08-26,False,False,0,0,VEHICLE SPEED CONTROL
11481478,Model S,2015,2022-08-26,False,False,0,0,FORWARD COLLISION AVOIDANCE
11480300,Model S,2015,2022-08-20,False,False,0,0,ELECTRICAL SYSTEM
11479539,Model S,2015,2022-08-16,False,False,0,0,UNKNOWN OR OTHER
11478713,Model S,2015,2022-08-10,False,False,0,0,STRUCTURE
11478713,Model S,2015,2022-08-10,False,False,0,0,UNKNOWN OR OTHER
11476675,Model S,2015,2022-07-30,False,False,0,0,UNKNOWN OR OTHER
11476174,Model S,2015,2022-07-27,False,False,0,0,ELECTRICAL SYSTEM
11474720,Model S,2015,2022-07-19,False,False,0,0,STRUCTURE
11474720,Model S,2015,2022-07-19,False,False,0,0,FORWARD COLLISION AVOIDANCE
11471891,Model S,2015,2022-06-30,False,False,0,0,ELECTRICAL SYSTEM
11470988,Model S,2015,2022-06-25,False,False,0,0,ELECTRICAL SYSTEM
11467373,Model S,2015,2022-06-03,False,False,0,0,EXTERIOR LIGHTING
11467373,Model S,2015,2022-06-03,False,False,0,0,VISIBILITY
11467373,Model S,2015,2022-06-03,False,False,0,0,BACK OVER PREVENTION
11467049,Model S,2015,2022-06-01,False,False,0,0,POWER TRAIN
11467049,Model S,2015,2022-06-01,False,False,0,0,ELECTRICAL SYSTEM
11465864,Model S,2015,2022-05-24,False,False,0,0,STEERING
11465762,Model S,2015,2022-05-23,False,False,0,0,AIR BAGS
11461648,Model S,2015,2022-04-21,False,False,0,0,ELECTRICAL SYSTEM
11459887,Model S,2015,2022-04-06,False,False,0,0,ELECTRICAL SYSTEM
11459567,Model S,2015,2022-04-04,False,False,0,0,EXTERIOR LIGHTING
11459567,Model S,2015,2022-04-04,False,False,0,0,VISIBILITY
11459567,Model S,2015,2022-04-04,False,False,0,0,BACK OVER PREVENTION
11459295,Model S,2015,2022-04-02,False,False,0,0,POWER TRAIN
11458352,Model S,2015,2022-03-25,True,False,1,0,AIR BAGS
11453023,Model S,2015,2022-02-19,False,False,0,0,VEHICLE SPEED CONTROL
11453023,Model S,2015,2022-02-19,False,False,0,0,SERVICE BRAKES
11453023,Model S,2015,2022-02-19,False,False,0,0,FORWARD COLLISION AVOIDANCE
11452661,Model S,2015,2022-02-18,False,False,0,0,VEHICLE SPEED CONTROL
11452661,Model S,2015,2022-02-18,False,False,0,0,SERVICE BRAKES
11452661,Model S,2015,2022-02-18,False,False,0,0,FORWARD COLLISION AVOIDANCE
11450994,Model S,2015,2022-02-08,True,False,0,0,EXTERIOR LIGHTING
11450994,Model S,2015,2022-02-08,True,False,0,0,FORWARD COLLISION AVOIDANCE
11450044,Model S,2015,2022-02-02,False,False,0,0,SUSPENSION
11449716,Model S,2015,2022-02-01,False,False,0,0,UNKNOWN OR OTHER
11449836,Model S,2015,2022-02-01,False,False,0,0,SUSPENSION
11448586,Model S,2015,2022-01-24,False,False,0,0,EXTERIOR LIGHTING
11448586,Model S,2015,2022-01-24,False,False,0,0,VISIBILITY
11448586,Model S,2015,2022-01-24,False,False,0,0,BACK OVER PREVENTION
11447266,Model S,2015,2022-01-12,False,False,0,0,UNKNOWN OR OTHER
11444605,Model S,2015,2021-12-21,True,False,0,0,AIR BAGS
11444605,Model S,2015,2021-12-21,True,False,0,0,UNKNOWN OR OTHER
11444605,Model S,2015,2021-12-21,True,False,0,0,FORWARD COLLISION AVOIDANCE
11443494,Model S,2015,2021-12-12,False,False,0,0,SUSPENSION
11442132,Model S,2015,2021-11-30,False,False,0,0,SEATS
11442097,Model S,2015,2021-11-30,False,False,0,0,FUEL/PROPULSION SYSTEM
11441664,Model S,2015,2021-11-25,False,False,0,0,ELECTRICAL SYSTEM
11441664,Model S,2015,2021-11-25,False,False,0,0,UNKNOWN OR OTHER
11441414,Model S,2015,2021-11-23,False,False,0,0,SUSPENSION
11441414,Model S,2015,2021-11-23,False,False,0,0,WHEELS
11439816,Model S,2015,2021-11-08,False,False,0,0,ELECTRICAL SYSTEM
11439285,Model S,2015,2021-11-03,False,False,0,0,SERVICE BRAKES
11438580,Model S,2015,2021-10-28,False,False,0,0,ELECTRICAL SYSTEM
11437086,Model S,2015,2021-10-17,False,False,0,0,UNKNOWN OR OTHER
11437086,Model S,2015,2021-10-17,False,False,0,0,LATCHES/LOCKS/LINKAGES
11436996,Model S,2015,2021-10-16,False,False,0,0,UNKNOWN OR OTHER
11435213,Model S,2015,2021-10-02,False,False,0,0,SUSPENSION
11434878,Model S,2015,2021-09-29,False,False,0,0,EXTERIOR LIGHTING
11434878,Model S,2015,2021-09-29,False,False,0,0,VISIBILITY
11434878,Model S,2015,2021-09-29,False,False,0,0,BACK OVER PREVENTION
11434753,Model S,2015,2021-09-28,False,False,0,0,STEERING
11433693,Model S,2015,2021-09-20,False,False,0,0,ELECTRICAL SYSTEM
11433218,Model S,2015,2021-09-16,False,False,0,0,POWER TRAIN
11433218,Model S,2015,2021-09-16,False,False,0,0,ELECTRICAL SYSTEM
11433218,Model S,2015,2021-09-16,False,False,0,0,ENGINE
11431890,Model S,2015,2021-09-06,False,False,0,0,SUSPENSION
11429196,Model S,2015,2021-08-16,False,False,0,0,SUSPENSION
11429335,Model S,2015,2021-08-16,True,False,1,0,ELECTRICAL SYSTEM
11427812,Model S,2015,2021-08-05,False,False,0,0,UNKNOWN OR OTHER
11427240,Model S,2015,2021-07-30,False,False,0,0,UNKNOWN OR OTHER
11426803,Model S,2015,2021-07-28,False,False,0,0,STEERING
11426803,Model S,2015,2021-07-28,False,False,0,0,BACK OVER PREVENTION
11426155,Model S,2015,2021-07-23,False,False,0,0,SUSPENSION
11425865,Model S,2015,2021-07-21,False,False,0,0,ELECTRICAL SYSTEM
11425865,Model S,2015,2021-07-21,False,False,0,0,UNKNOWN OR OTHER
11425871,Model S,2015,2021-07-21,False,False,0,0,EXTERIOR LIGHTING
11425871,Model S,2015,2021-07-21,False,False,0,0,VISIBILITY
11425871,Model S,2015,2021-07-21,False,False,0,0,BACK OVER PREVENTION
11425381,Model S,2015,2021-07-19,False,False,0,0,STEERING
11425573,Model S,2015,2021-07-19,False,False,0,0,ELECTRICAL SYSTEM
11425573,Model S,2015,2021-07-19,False,False,0,0,UNKNOWN OR OTHER
11424923,Model S,2015,2021-07-15,False,False,0,0,SUSPENSION
11424161,Model S,2015,2021-07-10,False,False,0,0,STEERING
11424161,Model S,2015,2021-07-10,False,False,0,0,SUSPENSION
11424161,Model S,2015,2021-07-10,False,False,0,0,UNKNOWN OR OTHER
11423973,Model S,2015,2021-07-08,False,False,0,0,EXTERIOR LIGHTING
11423973,Model S,2015,2021-07-08,False,False,0,0,VISIBILITY
11423973,Model S,2015,2021-07-08,False,False,0,0,BACK OVER PREVENTION
11423866,Model S,2015,2021-07-08,False,False,0,0,ELECTRICAL SYSTEM
11422725,Model S,2015,2021-06-29,False,False,0,0,UNKNOWN OR OTHER
11421391,Model S,2015,2021-06-18,False,False,0,0,UNKNOWN OR OTHER
11421023,Model S,2015,2021-06-15,False,False,0,0,SUSPENSION
11420524,Model S,2015,2021-06-11,False,False,0,0,UNKNOWN OR OTHER
11420599,Model S,2015,2021-06-11,False,False,0,0,SUSPENSION
11420616,Model S,2015,2021-06-11,False,False,0,0,ELECTRICAL SYSTEM
11420616,Model S,2015,2021-06-11,False,False,0,0,AIR BAGS
11420616,Model S,2015,2021-06-11,False,False,0,0,VEHICLE SPEED CONTROL
11419324,Model S,2015,2021-06-02,False,False,0,0,ELECTRICAL SYSTEM
11419324,Model S,2015,2021-06-02,False,False,0,0,UNKNOWN OR OTHER
11419251,Model S,2015,2021-06-01,False,False,0,0,ELECTRICAL SYSTEM
11419288,Model S,2015,2021-06-01,False,False,0,0,ELECTRICAL SYSTEM
11416268,Model S,2015,2021-05-12,False,False,0,0,UNKNOWN OR OTHER
11415502,Model S,2015,2021-05-07,False,False,0,0,ELECTRICAL SYSTEM
11415502,Model S,2015,2021-05-07,False,False,0,0,VISIBILITY/WIPER
11415502,Model S,2015,2021-05-07,False,False,0,0,LANE DEPARTURE
11414837,Model S,2015,2021-05-04,False,False,0,0,ELECTRICAL SYSTEM
11415096,Model S,2015,2021-05-04,False,False,0,0,POWER TRAIN
11415096,Model S,2015,2021-05-04,False,False,0,0,SERVICE BRAKES
11415096,Model S,2015,2021-05-04,False,False,0,0,FUEL/PROPULSION SYSTEM
11414542,Model S,2015,2021-04-29,False,False,0,0,STEERING
11414542,Model S,2015,2021-04-29,False,False,0,0,SUSPENSION
11414018,Model S,2015,2021-04-26,True,False,1,0,LANE DEPARTURE
11414018,Model S,2015,2021-04-26,True,False,1,0,FORWARD COLLISION AVOIDANCE
11414034,Model S,2015,2021-04-26,False,False,0,0,ELECTRICAL SYSTEM
11414034,Model S,2015,2021-04-26,False,False,0,0,FORWARD COLLISION AVOIDANCE
11414034,Model S,2015,2021-04-26,False,False,0,0,LANE DEPARTURE
11413862,Model S,2015,2021-04-25,False,False,0,0,SUSPENSION
11413862,Model S,2015,2021-04-25,False,False,0,0,SEATS
11413862,Model S,2015,2021-04-25,False,False,0,0,FUEL/PROPULSION SYSTEM
11408168,Model S,2015,2021-04-15,False,False,0,0,FORWARD COLLISION AVOIDANCE
11408168,Model S,2015,2021-04-15,False,False,0,0,LANE DEPARTURE
11406953,Model S,2015,2021-04-07,False,False,0,0,ELECTRICAL SYSTEM
11406953,Model S,2015,2021-04-07,False,False,0,0,UNKNOWN OR OTHER
11406706,Model S,2015,2021-04-06,False,False,0,0,EXTERIOR LIGHTING
11406706,Model S,2015,2021-04-06,False,False,0,0,VISIBILITY
11406706,Model S,2015,2021-04-06,False,False,0,0,BACK OVER PREVENTION
11405120,Model S,2015,2021-03-27,False,False,0,0,UNKNOWN OR OTHER
11405049,Model S,2015,2021-03-26,False,False,0,0,STRUCTURE
11405049,Model S,2015,2021-03-26,False,False,0,0,UNKNOWN OR OTHER
11404815,Model S,2015,2021-03-25,False,False,0,0,ELECTRICAL SYSTEM
11404815,Model S,2015,2021-03-25,False,False,0,0,BACK OVER PREVENTION
11402972,Model S,2015,2021-03-15,False,False,0,0,ELECTRICAL SYSTEM
11402956,Model S,2015,2021-03-14,False,False,0,0,SUSPENSION
11399446,Model S,2015,2021-03-06,False,False,0,0,ELECTRICAL SYSTEM
11397048,Model S,2015,2021-02-19,False,False,0,0,UNKNOWN OR OTHER
11396541,Model S,2015,2021-02-16,False,False,0,0,SUSPENSION
11395585,Model S,2015,2021-02-10,False,False,0,0,UNKNOWN OR OTHER
11395064,Model S,2015,2021-02-07,False,False,0,0,ELECTRICAL SYSTEM
11395064,Model S,2015,2021-02-07,False,False,0,0,ENGINE
11395064,Model S,2015,2021-02-07,False,False,0,0,FUEL/PROPULSION SYSTEM
11391179,Model S,2015,2021-02-02,False,False,0,0,ELECTRICAL SYSTEM
11391179,Model S,2015,2021-02-02,False,False,0,0,UNKNOWN OR OTHER
11391179,Model S,2015,2021-02-02,False,False,0,0,VISIBILITY/WIPER
11394385,Model S,2015,2021-02-02,False,False,0,0,UNKNOWN OR OTHER
11390983,Model S,2015,2021-02-01,False,False,0,0,ELECTRICAL SYSTEM
11390684,Model S,2015,2021-01-29,False,False,0,0,EQUIPMENT
11390719,Model S,2015,2021-01-29,False,False,0,0,FORWARD COLLISION AVOIDANCE
11390719,Model S,2015,2021-01-29,False,False,0,0,LANE DEPARTURE
11390339,Model S,2015,2021-01-27,False,False,0,0,EXTERIOR LIGHTING
11390339,Model S,2015,2021-01-27,False,False,0,0,VISIBILITY/WIPER
11390339,Model S,2015,2021-01-27,False,False,0,0,FORWARD COLLISION AVOIDANCE
11389857,Model S,2015,2021-01-25,False,True,0,0,POWER TRAIN
11389857,Model S,2015,2021-01-25,False,True,0,0,STRUCTURE
11389857,Model S,2015,2021-01-25,False,True,0,0,FUEL/PROPULSION SYSTEM
11389873,Model S,2015,2021-01-25,False,False,0,0,ELECTRICAL SYSTEM
11389873,Model S,2015,2021-01-25,False,False,0,0,EXTERIOR LIGHTING
11389542,Model S,2015,2021-01-23,False,False,0,0,UNKNOWN OR OTHER
11389542,Model S,2015,2021-01-23,False,False,0,0,FORWARD COLLISION AVOIDANCE
11389449,Model S,2015,2021-01-22,False,False,0,0,ELECTRICAL SYSTEM
11389449,Model S,2015,2021-01-22,False,False,0,0,STRUCTURE
11389506,Model S,2015,2021-01-22,False,False,0,0,SUSPENSION
11389506,Model S,2015,2021-01-22,False,False,0,0,ELECTRICAL SYSTEM
11389506,Model S,2015,2021-01-22,False,False,0,0,FORWARD COLLISION AVOIDANCE
11389219,Model S,2015,2021-01-21,False,False,0,0,UNKNOWN OR OTHER
11388995,Model S,2015,2021-01-20,False,False,0,0,ELECTRICAL SYSTEM
11388849,Model S,2015,2021-01-19,False,False,0,0,ELECTRICAL SYSTEM
11388849,Model S,2015,2021-01-19,False,False,0,0,FORWARD COLLISION AVOIDANCE
11388546,Model S,2015,2021-01-17,False,False,0,0,ELECTRICAL SYSTEM
11388445,Model S,2015,2021-01-16,False,False,0,0,ELECTRICAL SYSTEM
11388445,Model S,2015,2021-01-16,False,False,0,0,UNKNOWN OR OTHER
11388315,Model S,2015,2021-01-15,False,False,0,0,SUSPENSION
11388315,Model S,2015,2021-01-15,False,False,0,0,FORWARD COLLISION AVOIDANCE
11388333,Model S,2015,2021-01-15,False,False,0,0,ELECTRICAL SYSTEM
11388333,Model S,2015,2021-01-15,False,False,0,0,VEHICLE SPEED CONTROL
11388333,Model S,2015,2021-01-15,False,False,0,0,FORWARD COLLISION AVOIDANCE
11387942,Model S,2015,2021-01-13,False,False,0,0,ELECTRICAL SYSTEM
11385692,Model S,2015,2020-12-30,False,False,0,0,ELECTRICAL SYSTEM
11385692,Model S,2015,2020-12-30,False,False,0,0,UNKNOWN OR OTHER
11385692,Model S,2015,2020-12-30,False,False,0,0,FUEL/PROPULSION SYSTEM
11385326,Model S,2015,2020-12-28,False,False,0,0,ELECTRICAL SYSTEM
11385106,Model S,2015,2020-12-27,False,False,0,0,UNKNOWN OR OTHER
11385106,Model S,2015,2020-12-27,False,False,0,0,VISIBILITY/WIPER
11384929,Model S,2015,2020-12-25,False,False,0,0,ELECTRICAL SYSTEM
11384929,Model S,2015,2020-12-25,False,False,0,0,EXTERIOR LIGHTING
11384929,Model S,2015,2020-12-25,False,False,0,0,LANE DEPARTURE
11384859,Model S,2015,2020-12-24,False,False,0,0,ELECTRICAL SYSTEM
11384859,Model S,2015,2020-12-24,False,False,0,0,FORWARD COLLISION AVOIDANCE
11384405,Model S,2015,2020-12-21,False,False,0,0,SUSPENSION
11384405,Model S,2015,2020-12-21,False,False,0,0,WHEELS
11383241,Model S,2015,2020-12-13,False,False,0,0,ELECTRICAL SYSTEM
11383241,Model S,2015,2020-12-13,False,False,0,0,EXTERIOR LIGHTING
11378123,Model S,2015,2020-12-06,False,False,0,0,SUSPENSION
11378143,Model S,2015,2020-12-06,False,False,0,0,ELECTRICAL SYSTEM
11377360,Model S,2015,2020-12-01,False,False,0,0,ELECTRICAL SYSTEM
11377019,Model S,2015,2020-11-30,False,False,0,0,SUSPENSION
11377098,Model S,2015,2020-11-30,False,False,0,0,SUSPENSION
11377100,Model S,2015,2020-11-30,False,False,0,0,SUSPENSION
11377100,Model S,2015,2020-11-30,False,False,0,0,WHEELS
11376983,Model S,2015,2020-11-29,False,False,0,0,STEERING
11376983,Model S,2015,2020-11-29,False,False,0,0,SUSPENSION
11376893,Model S,2015,2020-11-28,False,False,0,0,UNKNOWN OR OTHER
11376723,Model S,2015,2020-11-27,False,False,0,0,STEERING
11376723,Model S,2015,2020-11-27,False,False,0,0,SUSPENSION
11376421,Model S,2015,2020-11-26,False,False,0,0,ELECTRICAL SYSTEM
11376470,Model S,2015,2020-11-26,False,False,0,0,ELECTRICAL SYSTEM
11376470,Model S,2015,2020-11-26,False,False,0,0,EXTERIOR LIGHTING
11376470,Model S,2015,2020-11-26,False,False,0,0,FUEL/PROPULSION SYSTEM
11376067,Model S,2015,2020-11-23,False,False,0,0,ELECTRICAL SYSTEM
11376067,Model S,2015,2020-11-23,False,False,0,0,VISIBILITY/WIPER
11375680,Model S,2015,2020-11-21,False,False,0,0,ELECTRICAL SYSTEM
11375680,Model S,2015,2020-11-21,False,False,0,0,UNKNOWN OR OTHER
11375680,Model S,2015,2020-11-21,False,False,0,0,LANE DEPARTURE
11375170,Model S,2015,2020-11-18,False,False,0,0,UNKNOWN OR OTHER
11375004,Model S,2015,2020-11-17,False,False,0,0,ELECTRICAL SYSTEM
11375004,Model S,2015,2020-11-17,False,False,0,0,ENGINE
11375004,Model S,2015,2020-11-17,False,False,0,0,FUEL/PROPULSION SYSTEM
11375016,Model S,2015,2020-11-17,False,False,0,0,UNKNOWN OR OTHER
11375018,Model S,2015,2020-11-17,False,False,0,0,ELECTRICAL SYSTEM
11374933,Model S,2015,2020-11-16,False,False,0,0,UNKNOWN OR OTHER
11374942,Model S,2015,2020-11-16,False,False,0,0,POWER TRAIN
11374942,Model S,2015,2020-11-16,False,False,0,0,UNKNOWN OR OTHER
11374942,Model S,2015,2020-11-16,False,False,0,0,VISIBILITY/WIPER
11374958,Model S,2015,2020-11-16,False,False,0,0,UNKNOWN OR OTHER
11374061,Model S,2015,2020-11-10,False,False,0,0,UNKNOWN OR OTHER
11374041,Model S,2015,2020-11-10,False,False,0,0,ELECTRICAL SYSTEM
